day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
35,ANK+SCE,4,1,2830600,0,18700,0,0,15879927,0,3387593,0,0,2849300,19267520
35,ANK+SCE,4,2,2621000,0,17500,0,0,14081637,0,3342402,0,0,2638500,17424039
35,ANK+SCE,4,3,2569000,0,20000,0,0,14018898,0,3599747,0,0,2589000,17618645
40,ANK+SCE,4,1,2621700,0,22100,0,0,14387284,0,3751904,0,0,2643800,18139188
40,ANK+SCE,4,2,2775000,0,21600,0,0,15859158,0,3397321,0,0,2796600,19256478
40,ANK+SCE,4,3,2687300,0,29100,0,0,14916605,0,4825326,0,0,2716400,19741931
3,ANK+SCE,8,1,550,0,200,0,0,7695.203,0,94810.85,0,0,750,102506
3,ANK+SCE,8,2,450,0,250,0,0,13528,0,240534.7,0,0,700,254062.7
3,ANK+SCE,8,3,650,0,300,0,0,14024.84,0,182279.3,0,0,950,196304.1
6,ANK+SCE,8,1,6250,0,700,0,0,102616.2,0,330165.6,0,0,6950,432781.8
6,ANK+SCE,8,2,7850,0,1200,0,0,109190.9,0,595053,0,0,9050,704244
6,ANK+SCE,8,3,5900,0,950,0,0,97924.22,0,409152.4,0,0,6850,507076.6
9,ANK+SCE,8,1,60750,0,3550,0,0,716032.4,0,1007240,0,0,64300,1723272
9,ANK+SCE,8,2,55050,0,3800,0,0,719988.4,0,979948.6,0,0,58850,1699937
9,ANK+SCE,8,3,56900,0,4200,0,0,782591.3,0,894241.4,0,0,61100,1676833
12,ANK+SCE,8,1,256450,0,7700,0,0,1555882,0,1172593,0,0,264150,2728476
12,ANK+SCE,8,2,230150,0,6500,0,0,1254589,0,805144.1,0,0,236650,2059733
12,ANK+SCE,8,3,295700,0,7200,0,0,1883584,0,1317898,0,0,302900,3201482
15,ANK+SCE,8,1,477300,0,10300,0,0,2234860,0,1194953,0,0,487600,3429813
15,ANK+SCE,8,2,530600,0,8200,0,0,2426223,0,1314287,0,0,538800,3740511
15,ANK+SCE,8,3,565500,0,8100,0,0,2587357,0,1145945,0,0,573600,3733302
18,ANK+SCE,8,1,933400,0,11300,0,0,4214762,0,1239156,0,0,944700,5453918
18,ANK+SCE,8,2,906500,0,7600,0,0,3465224,0,877029,0,0,914100,4342253
18,ANK+SCE,8,3,865400,0,9400,0,0,3421694,0,1260039,0,0,874800,4681733
21,ANK+SCE,8,1,1298800,0,11700,0,0,5226905,0,1683742,0,0,1310500,6910647
21,ANK+SCE,8,2,1226800,0,10300,0,0,4784070,0,1322075,0,0,1237100,6106145
21,ANK+SCE,8,3,1084100,0,7400,0,0,3947866,0,1170511,0,0,1091500,5118377
24,ANK+SCE,8,1,1343500,0,9900,0,0,5670487,0,1565597,0,0,1353400,7236084
24,ANK+SCE,8,2,1243400,0,8400,0,0,5169323,0,969773.1,0,0,1251800,6139096
24,ANK+SCE,8,3,1319600,0,8600,0,0,5341343,0,1338322,0,0,1328200,6679665
27,ANK+SCE,8,1,1690500,0,9500,0,0,7827854,0,1776147,0,0,1700000,9604001
27,ANK+SCE,8,2,1625700,0,10300,0,0,7142104,0,1287947,0,0,1636000,8430051
27,ANK+SCE,8,3,1217100,0,10000,0,0,5811470,0,1717211,0,0,1227100,7528681
30,ANK+SCE,8,1,1719000,0,10700,0,0,8342581,0,2060105,0,0,1729700,10402686
30,ANK+SCE,8,2,1819400,0,11500,0,0,9099057,0,1828582,0,0,1830900,10927639
30,ANK+SCE,8,3,1717900,0,8000,0,0,8402185,0,1448865,0,0,1725900,9851050
35,ANK+SCE,8,1,2180700,0,12000,0,0,12068936,0,1896627,0,0,2192700,13965563
35,ANK+SCE,8,2,2131700,0,12700,0,0,10102010,0,1898062,0,0,2144400,12000073
35,ANK+SCE,8,3,1950000,0,8500,0,0,10122515,0,1714642,0,0,1958500,11837157
40,ANK+SCE,8,1,2149600,0,15500,0,0,12117032,0,2184865,0,0,2165100,14301897
40,ANK+SCE,8,2,2160400,0,13700,0,0,10694177,0,1656265,0,0,2174100,12350442
40,ANK+SCE,8,3,2286700,0,13000,0,0,14163321,0,1889331,0,0,2299700,16052652
3,ANK+SCE,16,1,350,0,350,0,0,10994.89,0,300245.6,0,0,700,311240.5
3,ANK+SCE,16,2,650,0,450,0,0,24038.79,0,260085.7,0,0,1100,284124.5
3,ANK+SCE,16,3,800,0,250,0,0,49489.41,0,155349.9,0,0,1050,204839.3
6,ANK+SCE,16,1,6900,0,1150,0,0,97524.69,0,468395.2,0,0,8050,565919.9
6,ANK+SCE,16,2,5900,0,850,0,0,81892.79,0,245174.3,0,0,6750,327067.1
6,ANK+SCE,16,3,4250,0,750,0,0,65901.72,0,199579.8,0,0,5000,265481.5
9,ANK+SCE,16,1,50800,0,3850,0,0,463561.8,0,1106961,0,0,54650,1570523
9,ANK+SCE,16,2,45450,0,2450,0,0,472018,0,537769.8,0,0,47900,1009788
9,ANK+SCE,16,3,28350,0,3350,0,0,347279.7,0,856260.1,0,0,31700,1203540
12,ANK+SCE,16,1,276700,0,8150,0,0,1390572,0,1489187,0,0,284850,2879759
12,ANK+SCE,16,2,211550,0,6000,0,0,1221204,0,1133576,0,0,217550,2354779
12,ANK+SCE,16,3,131850,0,6950,0,0,860378.8,0,1025053,0,0,138800,1885432
15,ANK+SCE,16,1,424200,0,9200,0,0,2121718,0,1640044,0,0,433400,3761762
15,ANK+SCE,16,2,470100,0,9900,0,0,2148378,0,1520802,0,0,480000,3669180
15,ANK+SCE,16,3,415700,0,9700,0,0,1739377,0,1037551,0,0,425400,2776928
18,ANK+SCE,16,1,692400,0,9100,0,0,2702858,0,1136880,0,0,701500,3839738
18,ANK+SCE,16,2,710300,0,10700,0,0,2817863,0,1554399,0,0,721000,4372262
18,ANK+SCE,16,3,637200,0,8400,0,0,2313487,0,1044154,0,0,645600,3357641
21,ANK+SCE,16,1,1011700,0,12700,0,0,3747690,0,1929640,0,0,1024400,5677330
21,ANK+SCE,16,2,1035300,0,13900,0,0,3955538,0,1793883,0,0,1049200,5749421
21,ANK+SCE,16,3,868400,0,9000,0,0,3057478,0,977976.6,0,0,877400,4035455
24,ANK+SCE,16,1,1130900,0,10100,0,0,3638229,0,1827416,0,0,1141000,5465645
24,ANK+SCE,16,2,833200,0,6600,0,0,2976739,0,1250859,0,0,839800,4227598
24,ANK+SCE,16,3,912600,0,9900,0,0,3356482,0,1429047,0,0,922500,4785529
27,ANK+SCE,16,1,1443400,0,10100,0,0,5578610,0,1616861,0,0,1453500,7195471
27,ANK+SCE,16,2,1386600,0,10300,0,0,4796401,0,1611155,0,0,1396900,6407556
27,ANK+SCE,16,3,1074300,0,7300,0,0,3599224,0,1034128,0,0,1081600,4633352
30,ANK+SCE,16,1,1417400,0,10800,0,0,5606215,0,1628089,0,0,1428200,7234304
30,ANK+SCE,16,2,1383800,0,8500,0,0,5143153,0,1628404,0,0,1392300,6771557
30,ANK+SCE,16,3,1320700,0,9200,0,0,4969174,0,1547583,0,0,1329900,6516757
35,ANK+SCE,16,1,1908600,0,14500,0,0,8786848,0,2771179,0,0,1923100,11558027
35,ANK+SCE,16,2,1650100,0,10000,0,0,6318719,0,1628298,0,0,1660100,7947017
35,ANK+SCE,16,3,1786100,0,14600,0,0,7102513,0,2083944,0,0,1800700,9186456
40,ANK+SCE,16,1,1830200,0,16300,0,0,9300975,0,2389176,0,0,1846500,11690151
40,ANK+SCE,16,2,1579100,0,15000,0,0,7318671,0,2407161,0,0,1594100,9725833
40,ANK+SCE,16,3,1604800,0,14900,0,0,7233741,0,2247660,0,0,1619700,9481401
3,ANK+SEL,0,1,1400,0,0,1500,0,76744.42,0,0,4723.685,0,2900,81468.11
3,ANK+SEL,0,2,800,0,0,1050,0,20347.05,0,0,3039.634,0,1850,23386.69
3,ANK+SEL,0,3,1100,0,0,1500,0,81989.01,0,0,4084.912,0,2600,86073.92
6,ANK+SEL,0,1,24450,0,0,27650,0,313704.3,0,0,37606.44,0,52100,351310.7
6,ANK+SEL,0,2,15000,0,0,23450,0,223421.7,0,0,34552.89,0,38450,257974.5
6,ANK+SEL,0,3,18700,0,0,30150,0,271252.9,0,0,47022.58,0,48850,318275.5
9,ANK+SEL,0,1,173550,0,0,166000,0,1090113,0,0,74966.95,0,339550,1165080
9,ANK+SEL,0,2,169600,0,0,141600,0,823723.9,0,0,66660.41,0,311200,890384.3
9,ANK+SEL,0,3,159900,0,0,168450,0,1038758,0,0,90771.96,0,328350,1129530
12,ANK+SEL,0,1,305550,0,0,199750,0,1468557,0,0,128663.5,0,505300,1597220
12,ANK+SEL,0,2,324250,0,0,193450,0,1650995,0,0,121489.5,0,517700,1772485
12,ANK+SEL,0,3,337250,0,0,231550,0,1660060,0,0,141410.8,0,568800,1801471
15,ANK+SEL,0,1,584000,0,0,323000,0,2183403,0,0,151604.8,0,907000,2335008
15,ANK+SEL,0,2,497900,0,0,257900,0,1775787,0,0,108955.8,0,755800,1884743
15,ANK+SEL,0,3,656900,0,0,383700,0,2765056,0,0,208041.9,0,1040600,2973098
18,ANK+SEL,0,1,774000,0,0,306500,0,2699464,0,0,145971.3,0,1080500,2845436
18,ANK+SEL,0,2,781700,0,0,310100,0,2470792,0,0,137324.6,0,1091800,2608117
18,ANK+SEL,0,3,899500,0,0,424600,0,3030462,0,0,207927.9,0,1324100,3238390
21,ANK+SEL,0,1,1130800,0,0,377000,0,3843519,0,0,193960.1,0,1507800,4037479
21,ANK+SEL,0,2,1063400,0,0,339500,0,3694976,0,0,172696.7,0,1402900,3867672
21,ANK+SEL,0,3,1215600,0,0,468200,0,4272624,0,0,237385.2,0,1683800,4510009
24,ANK+SEL,0,1,1022400,0,0,314300,0,4297803,0,0,188674.1,0,1336700,4486477
24,ANK+SEL,0,2,978900,0,0,289800,0,3906738,0,0,158751.6,0,1268700,4065489
24,ANK+SEL,0,3,1253500,0,0,443700,0,4790934,0,0,270130.5,0,1697200,5061065
27,ANK+SEL,0,1,1299100,0,0,332500,0,5903044,0,0,218023.5,0,1631600,6121067
27,ANK+SEL,0,2,1213000,0,0,314600,0,5354883,0,0,196296.3,0,1527600,5551180
27,ANK+SEL,0,3,1364800,0,0,417200,0,5713996,0,0,284535.9,0,1782000,5998532
30,ANK+SEL,0,1,1372300,0,0,322200,0,6599787,0,0,248554.8,0,1694500,6848342
30,ANK+SEL,0,2,1337600,0,0,318500,0,6351666,0,0,218237.6,0,1656100,6569903
30,ANK+SEL,0,3,1841300,0,0,492600,0,8951242,0,0,398997.6,0,2333900,9350239
35,ANK+SEL,0,1,1623000,0,0,190300,0,8883397,0,0,205501.1,0,1813300,9088899
35,ANK+SEL,0,2,1915600,0,0,257700,0,10375926,0,0,241297.2,0,2173300,10617223
35,ANK+SEL,0,3,2068300,0,0,346900,0,10109119,0,0,330328,0,2415200,10439447
40,ANK+SEL,0,1,2073300,0,0,160700,0,11289340,0,0,204257.8,0,2234000,11493598
40,ANK+SEL,0,2,1618700,0,0,133600,0,9540240,0,0,146504.4,0,1752300,9686744
40,ANK+SEL,0,3,1720300,0,0,256400,0,9459730,0,0,307897.8,0,1976700,9767628
3,ANK+SEL,2,1,850,0,0,1150,0,35519.39,0,0,2966.577,0,2000,38485.97
3,ANK+SEL,2,2,800,0,0,1600,0,32515.11,0,0,4609.1,0,2400,37124.21
3,ANK+SEL,2,3,450,0,0,1050,0,54599.18,0,0,3493.997,0,1500,58093.17
6,ANK+SEL,2,1,13750,0,0,21950,0,186636.6,0,0,33983.49,0,35700,220620.1
6,ANK+SEL,2,2,16100,0,0,22450,0,219770.7,0,0,43715.04,0,38550,263485.7
6,ANK+SEL,2,3,21000,0,0,21450,0,296050.1,0,0,46163.18,0,42450,342213.3
9,ANK+SEL,2,1,111200,0,0,122100,0,760042.8,0,0,69105.57,0,233300,829148.4
9,ANK+SEL,2,2,115200,0,0,142750,0,823985.5,0,0,108268.2,0,257950,932253.7
9,ANK+SEL,2,3,121000,0,0,154150,0,710454.8,0,0,146228.2,0,275150,856682.9
12,ANK+SEL,2,1,275000,0,0,221850,0,1321528,0,0,123023.9,0,496850,1444551
12,ANK+SEL,2,2,230500,0,0,231400,0,1499995,0,0,130342.6,0,461900,1630337
12,ANK+SEL,2,3,253550,0,0,319450,0,1700192,0,0,161070.9,0,573000,1861263
15,ANK+SEL,2,1,465600,0,0,320200,0,1944326,0,0,157029.1,0,785800,2101355
15,ANK+SEL,2,2,451400,0,0,390800,0,2044729,0,0,224209.1,0,842200,2268938
15,ANK+SEL,2,3,463800,0,0,407700,0,2658663,0,0,272866.3,0,871500,2931529
18,ANK+SEL,2,1,815100,0,0,428700,0,2872591,0,0,219289.7,0,1243800,3091881
18,ANK+SEL,2,2,725500,0,0,478000,0,3155494,0,0,315312.8,0,1203500,3470807
18,ANK+SEL,2,3,740100,0,0,511400,0,3631338,0,0,353510.2,0,1251500,3984849
21,ANK+SEL,2,1,1126000,0,0,393900,0,4484300,0,0,220623.9,0,1519900,4704924
21,ANK+SEL,2,2,1008400,0,0,517500,0,4385407,0,0,361503.2,0,1525900,4746910
21,ANK+SEL,2,3,1118000,0,0,583100,0,5264904,0,0,420203.4,0,1701100,5685108
24,ANK+SEL,2,1,1025800,0,0,369700,0,4145002,0,0,231289.2,0,1395500,4376291
24,ANK+SEL,2,2,1100600,0,0,485400,0,4759250,0,0,354145.8,0,1586000,5113396
24,ANK+SEL,2,3,1252200,0,0,586200,0,5363408,0,0,463996.9,0,1838400,5827405
27,ANK+SEL,2,1,1139700,0,0,358300,0,5002610,0,0,240466.2,0,1498000,5243077
27,ANK+SEL,2,2,1300500,0,0,533200,0,6430422,0,0,431616.3,0,1833700,6862039
27,ANK+SEL,2,3,1355200,0,0,598300,0,5865532,0,0,487872.5,0,1953500,6353404
30,ANK+SEL,2,1,1521000,0,0,438800,0,7882436,0,0,361227.3,0,1959800,8243664
30,ANK+SEL,2,2,1261100,0,0,499800,0,6167603,0,0,460008.9,0,1760900,6627612
30,ANK+SEL,2,3,1790700,0,0,675800,0,8622692,0,0,628389.8,0,2466500,9251081
35,ANK+SEL,2,1,1901900,0,0,309700,0,9534577,0,0,327677,0,2211600,9862254
35,ANK+SEL,2,2,1615400,0,0,255900,0,8541959,0,0,250945.8,0,1871300,8792905
35,ANK+SEL,2,3,2045700,0,0,500000,0,11072886,0,0,542878.7,0,2545700,11615765
40,ANK+SEL,2,1,2197800,0,0,244500,0,11864918,0,0,293322.1,0,2442300,12158240
40,ANK+SEL,2,2,1959200,0,0,233000,0,10686559,0,0,262027.6,0,2192200,10948586
40,ANK+SEL,2,3,1970300,0,0,456900,0,10501891,0,0,583416.9,0,2427200,11085308
3,ANK+SEL,4,1,750,0,0,700,0,14686.64,0,0,1980.28,0,1450,16666.92
3,ANK+SEL,4,2,800,0,0,900,0,48151.81,0,0,2223.416,0,1700,50375.22
3,ANK+SEL,4,3,650,0,0,800,0,28231.92,0,0,4239.677,0,1450,32471.6
6,ANK+SEL,4,1,11300,0,0,14250,0,159123.5,0,0,25239.01,0,25550,184362.5
6,ANK+SEL,4,2,10800,0,0,11400,0,151867.7,0,0,20412.35,0,22200,172280.1
6,ANK+SEL,4,3,13700,0,0,5500,0,184227.6,0,0,12995.09,0,19200,197222.7
9,ANK+SEL,4,1,99300,0,0,103100,0,722007.2,0,0,64410.22,0,202400,786417.4
9,ANK+SEL,4,2,104200,0,0,93750,0,889543.1,0,0,77451.85,0,197950,966995
9,ANK+SEL,4,3,88800,0,0,44400,0,406068.6,0,0,29611.25,0,133200,435679.8
12,ANK+SEL,4,1,274100,0,0,179350,0,1516014,0,0,94004.25,0,453450,1610018
12,ANK+SEL,4,2,266750,0,0,168300,0,1479120,0,0,97507.08,0,435050,1576627
12,ANK+SEL,4,3,278600,0,0,102350,0,1050104,0,0,47604.63,0,380950,1097708
15,ANK+SEL,4,1,399500,0,0,206200,0,1725486,0,0,107309.7,0,605700,1832796
15,ANK+SEL,4,2,504300,0,0,287900,0,2251515,0,0,141026.4,0,792200,2392542
15,ANK+SEL,4,3,469900,0,0,163400,0,1598772,0,0,76929.29,0,633300,1675701
18,ANK+SEL,4,1,571000,0,0,226700,0,2146366,0,0,131635.9,0,797700,2278002
18,ANK+SEL,4,2,697000,0,0,294500,0,2928839,0,0,164500.6,0,991500,3093340
18,ANK+SEL,4,3,595900,0,0,148700,0,2056596,0,0,84510.33,0,744600,2141106
21,ANK+SEL,4,1,857100,0,0,244200,0,3830424,0,0,165647.5,0,1101300,3996071
21,ANK+SEL,4,2,927900,0,0,348600,0,3726853,0,0,219812.9,0,1276500,3946666
21,ANK+SEL,4,3,865000,0,0,177800,0,3063754,0,0,111539.4,0,1042800,3175293
24,ANK+SEL,4,1,733900,0,0,184600,0,3369911,0,0,144696.7,0,918500,3514608
24,ANK+SEL,4,2,834700,0,0,269100,0,3191781,0,0,169198.9,0,1103800,3360980
24,ANK+SEL,4,3,848900,0,0,159300,0,2991270,0,0,106851.3,0,1008200,3098122
27,ANK+SEL,4,1,1040600,0,0,229100,0,4916775,0,0,190185.4,0,1269700,5106960
27,ANK+SEL,4,2,1112000,0,0,312500,0,5012757,0,0,219091.8,0,1424500,5231849
27,ANK+SEL,4,3,1117700,0,0,185600,0,4633077,0,0,136904.9,0,1303300,4769982
30,ANK+SEL,4,1,1213100,0,0,238500,0,5892284,0,0,211125.3,0,1451600,6103409
30,ANK+SEL,4,2,1318400,0,0,358800,0,6207315,0,0,276004.7,0,1677200,6483320
30,ANK+SEL,4,3,957100,0,0,164400,0,4320595,0,0,131324.5,0,1121500,4451920
35,ANK+SEL,4,1,1638000,0,0,269200,0,9365452,0,0,274638.2,0,1907200,9640090
35,ANK+SEL,4,2,1412500,0,0,300300,0,7106905,0,0,269868.8,0,1712800,7376774
35,ANK+SEL,4,3,1303700,0,0,191000,0,6533002,0,0,189255.5,0,1494700,6722257
40,ANK+SEL,4,1,1687100,0,0,203800,0,9711578,0,0,236867.8,0,1890900,9948446
40,ANK+SEL,4,2,1420100,0,0,201200,0,6693417,0,0,197832.3,0,1621300,6891250
40,ANK+SEL,4,3,1549300,0,0,154900,0,7822261,0,0,175520.2,0,1704200,7997781
3,ANK+SEL,8,1,550,0,0,500,0,13928.21,0,0,1443.472,0,1050,15371.69
3,ANK+SEL,8,2,700,0,0,600,0,9978.705,0,0,1437.038,0,1300,11415.74
3,ANK+SEL,8,3,350,0,0,600,0,5777.004,0,0,3337.945,0,950,9114.948
6,ANK+SEL,8,1,10150,0,0,4750,0,137350,0,0,11347.57,0,14900,148697.6
6,ANK+SEL,8,2,8200,0,0,4250,0,113403,0,0,9272.027,0,12450,122675
6,ANK+SEL,8,3,7200,0,0,4350,0,88834.6,0,0,10987.41,0,11550,99822.01
9,ANK+SEL,8,1,84950,0,0,51250,0,734282.2,0,0,41836.48,0,136200,776118.7
9,ANK+SEL,8,2,70750,0,0,61400,0,759291.1,0,0,58018.72,0,132150,817309.9
9,ANK+SEL,8,3,76200,0,0,51000,0,821873.3,0,0,48806.9,0,127200,870680.2
12,ANK+SEL,8,1,163500,0,0,72300,0,1049385,0,0,48575.51,0,235800,1097961
12,ANK+SEL,8,2,296500,0,0,181250,0,1831625,0,0,91799.24,0,477750,1923425
12,ANK+SEL,8,3,183550,0,0,87500,0,1118719,0,0,44336.85,0,271050,1163056
15,ANK+SEL,8,1,296600,0,0,107200,0,1401642,0,0,70040.82,0,403800,1471683
15,ANK+SEL,8,2,398600,0,0,232100,0,2138820,0,0,131261.3,0,630700,2270082
15,ANK+SEL,8,3,327800,0,0,143700,0,1479484,0,0,74565.48,0,471500,1554049
18,ANK+SEL,8,1,373300,0,0,102000,0,1863541,0,0,80769.22,0,475300,1944311
18,ANK+SEL,8,2,682900,0,0,268300,0,3518892,0,0,176650.2,0,951200,3695543
18,ANK+SEL,8,3,406100,0,0,122900,0,1951232,0,0,89011.54,0,529000,2040243
21,ANK+SEL,8,1,567900,0,0,110700,0,2857889,0,0,98984.16,0,678600,2956873
21,ANK+SEL,8,2,857000,0,0,318300,0,3776785,0,0,220192.7,0,1175300,3996977
21,ANK+SEL,8,3,617400,0,0,132500,0,2660556,0,0,105961.6,0,749900,2766517
24,ANK+SEL,8,1,561200,0,0,88800,0,2842600,0,0,90005.94,0,650000,2932606
24,ANK+SEL,8,2,887800,0,0,262600,0,3965948,0,0,186649.7,0,1150400,4152598
24,ANK+SEL,8,3,589600,0,0,119000,0,2291465,0,0,102134,0,708600,2393599
27,ANK+SEL,8,1,760700,0,0,94300,0,3949881,0,0,110130.6,0,855000,4060011
27,ANK+SEL,8,2,1068600,0,0,302500,0,4852873,0,0,226714.3,0,1371100,5079587
27,ANK+SEL,8,3,753900,0,0,122900,0,3512421,0,0,110365.9,0,876800,3622787
30,ANK+SEL,8,1,1034400,0,0,110500,0,5285522,0,0,129884.6,0,1144900,5415407
30,ANK+SEL,8,2,1351400,0,0,367200,0,6744622,0,0,309725.8,0,1718600,7054348
30,ANK+SEL,8,3,1000500,0,0,144100,0,4780298,0,0,134174.4,0,1144600,4914472
35,ANK+SEL,8,1,1381000,0,0,120500,0,6686940,0,0,149220.3,0,1501500,6836160
35,ANK+SEL,8,2,1505200,0,0,318700,0,8030370,0,0,321778.7,0,1823900,8352149
35,ANK+SEL,8,3,996700,0,0,126600,0,5420498,0,0,136202,0,1123300,5556700
40,ANK+SEL,8,1,1560000,0,0,125400,0,8420614,0,0,144874.3,0,1685400,8565489
40,ANK+SEL,8,2,1623900,0,0,231400,0,8534816,0,0,246044.8,0,1855300,8780861
40,ANK+SEL,8,3,1451400,0,0,164600,0,7874492,0,0,169080.2,0,1616000,8043572
3,ANK+SEL,16,1,400,0,0,900,0,16898.21,0,0,4175.004,0,1300,21073.22
3,ANK+SEL,16,2,1000,0,0,400,0,24112.92,0,0,940.8691,0,1400,25053.79
3,ANK+SEL,16,3,250,0,0,250,0,4764.48,0,0,972.5498,0,500,5737.029
6,ANK+SEL,16,1,5050,0,0,5500,0,62422.32,0,0,11325.52,0,10550,73747.84
6,ANK+SEL,16,2,6350,0,0,2900,0,74829.46,0,0,5617.478,0,9250,80446.94
6,ANK+SEL,16,3,7800,0,0,4100,0,105683.8,0,0,9602.076,0,11900,115285.9
9,ANK+SEL,16,1,65050,0,0,45000,0,927078.3,0,0,65485.13,0,110050,992563.5
9,ANK+SEL,16,2,68250,0,0,37500,0,855771.5,0,0,40948.02,0,105750,896719.5
9,ANK+SEL,16,3,52450,0,0,28850,0,661508.7,0,0,35043.91,0,81300,696552.6
12,ANK+SEL,16,1,145950,0,0,90700,0,907733.1,0,0,54021.28,0,236650,961754.3
12,ANK+SEL,16,2,227200,0,0,106750,0,1325644,0,0,61102.46,0,333950,1386746
12,ANK+SEL,16,3,187750,0,0,61650,0,1391326,0,0,36227.96,0,249400,1427554
15,ANK+SEL,16,1,283000,0,0,150700,0,1873379,0,0,114147.6,0,433700,1987527
15,ANK+SEL,16,2,435300,0,0,170200,0,2211670,0,0,106224.2,0,605500,2317894
15,ANK+SEL,16,3,289000,0,0,89300,0,1660180,0,0,73828.37,0,378300,1734008
18,ANK+SEL,16,1,604900,0,0,179000,0,3576403,0,0,163428,0,783900,3739831
18,ANK+SEL,16,2,710900,0,0,170200,0,3291775,0,0,123133.5,0,881100,3414909
18,ANK+SEL,16,3,516100,0,0,95000,0,2587880,0,0,83504.94,0,611100,2671385
21,ANK+SEL,16,1,718200,0,0,181400,0,4044095,0,0,182352.1,0,899600,4226447
21,ANK+SEL,16,2,968900,0,0,208500,0,3937771,0,0,167989.7,0,1177400,4105761
21,ANK+SEL,16,3,655700,0,0,98600,0,3062070,0,0,87716.3,0,754300,3149786
24,ANK+SEL,16,1,883400,0,0,192600,0,4378229,0,0,185960.3,0,1076000,4564189
24,ANK+SEL,16,2,851800,0,0,193500,0,2989878,0,0,176862.3,0,1045300,3166740
24,ANK+SEL,16,3,655700,0,0,83400,0,2688594,0,0,91442.61,0,739100,2780037
27,ANK+SEL,16,1,1089000,0,0,218500,0,5309850,0,0,241846.5,0,1307500,5551697
27,ANK+SEL,16,2,1156800,0,0,226500,0,4508976,0,0,248849.9,0,1383300,4757826
27,ANK+SEL,16,3,951000,0,0,107700,0,3810658,0,0,128008.8,0,1058700,3938667
30,ANK+SEL,16,1,1128100,0,0,209900,0,5584781,0,0,256533.1,0,1338000,5841314
30,ANK+SEL,16,2,1465900,0,0,294300,0,6137836,0,0,357502.2,0,1760200,6495338
30,ANK+SEL,16,3,1212200,0,0,128200,0,4963895,0,0,147989.2,0,1340400,5111884
35,ANK+SEL,16,1,1552100,0,0,248900,0,8452274,0,0,377037.5,0,1801000,8829312
35,ANK+SEL,16,2,1431500,0,0,276600,0,6303816,0,0,422034,0,1708100,6725850
35,ANK+SEL,16,3,1406700,0,0,139800,0,7004811,0,0,206201.5,0,1546500,7211013
40,ANK+SEL,16,1,1483400,0,0,212300,0,8652445,0,0,326042.5,0,1695700,8978488
40,ANK+SEL,16,2,1678500,0,0,224500,0,8293574,0,0,363940.5,0,1903000,8657515
40,ANK+SEL,16,3,1488200,0,0,121500,0,8128524,0,0,194394.8,0,1609700,8322918
3,ANK+STA,0,1,650,0,0,0,150,23160.25,0,0,0,339504.5,800,362664.8
3,ANK+STA,0,2,650,0,0,0,50,30133.07,0,0,0,71801.56,700,101934.6
3,ANK+STA,0,3,750,0,0,0,150,35141.6,0,0,0,202302.9,900,237444.5
6,ANK+STA,0,1,19300,0,0,0,700,238031.2,0,0,0,1195087,20000,1433118
6,ANK+STA,0,2,15500,0,0,0,650,183499.5,0,0,0,1280508,16150,1464007
6,ANK+STA,0,3,17050,0,0,0,300,224727,0,0,0,384408.6,17350,609135.6
9,ANK+STA,0,1,114350,0,0,0,1450,572656.2,0,0,0,1738929,115800,2311586
9,ANK+STA,0,2,130550,0,0,0,1250,685759.5,0,0,0,2025879,131800,2711638
9,ANK+STA,0,3,109800,0,0,0,500,771669.3,0,0,0,560125.4,110300,1331795
12,ANK+STA,0,1,405700,0,0,0,1750,1449707,0,0,0,2462763,407450,3912471
12,ANK+STA,0,2,369150,0,0,0,1550,1247522,0,0,0,2474443,370700,3721965
12,ANK+STA,0,3,352050,0,0,0,1650,1338048,0,0,0,2098419,353700,3436467
15,ANK+STA,0,1,737900,0,0,0,2100,2621432,0,0,0,5617.184,740000,2627049
15,ANK+STA,0,2,693500,0,0,0,1200,2179647,0,0,0,1433.856,694700,2181081
15,ANK+STA,0,3,635600,0,0,0,4100,2514268,0,0,0,2768.172,639700,2517036
18,ANK+STA,0,1,989400,0,0,0,1900,3645136,0,0,0,236474.9,991300,3881610
18,ANK+STA,0,2,674000,0,0,0,3200,2257497,0,0,0,41882.2,677200,2299380
18,ANK+STA,0,3,865300,0,0,0,1600,3408377,0,0,0,310496.6,866900,3718874
21,ANK+STA,0,1,1486400,0,0,0,2200,5257484,0,0,0,952650.9,1488600,6210135
21,ANK+STA,0,2,1177900,0,0,0,2900,3967459,0,0,0,477577.8,1180800,4445037
21,ANK+STA,0,3,1173100,0,0,0,3000,4731658,0,0,0,4030385,1176100,8762044
24,ANK+STA,0,1,1505800,0,0,0,2900,6268403,0,0,0,15618.6,1508700,6284021
24,ANK+STA,0,2,1318300,0,0,0,1800,4711549,0,0,0,93740.55,1320100,4805290
24,ANK+STA,0,3,1172200,0,0,0,1500,4571353,0,0,0,29496.05,1173700,4600849
27,ANK+STA,0,1,1962400,0,0,0,3800,8537517,0,0,0,44758.27,1966200,8582276
27,ANK+STA,0,2,1521600,0,0,0,3300,6618123,0,0,0,185181.6,1524900,6803304
